clean_comments,label
proud muslim,1
reminded trip srilanka amazing experience,0
proud muslim,1
proud muslim,1
r spreading positive vibes making us happy putting much efforts favourite videos absolutely love,0
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim shukr allah ka,1
proud muslims,1
day incomplete without vlog matter duration vlog end really fast addictive,0
proud muslim,1
proud muslim,1
proud muslim islam complete code human life,1
proud muslim,1
hats n every one comes within seconds see vlog soon posts,0
proud muslim,1
proud muslim,1
proud muslim proud ummati holy prophet muhammad saw proud pakistanu,1
proud b muslim,1
really appreciate making difference hilal haram avoiding non veg,0
ducky living life deserves,0
seeing exploring world duckys eyes,0
aroob teasing ducky soo cute,0
thank ducky bhai mere country ki khoobsoorati ko itne respectfully dikhane ki liye kaash mein aapse ek baar mil leta agar aap vacation par waapas aayenge toh zaroor milunga aapka bada fan,0
best part whole vlog aroob roasting ducky bhai aroob keep going,0
ego overconfidence real entertaning vlogs,0
proud muslim,1
proud muslim,1
proud muslim,1
proud human,1
proud muslim,1
namaz permanent solution problems agree,1
proud part ummat e muhammad saw,1
proud muslim,1
rain saved india shameful historical humiliation excellent shaheens,0
proud muslim,1
proud muslim,1
best hope allah best leadermuhammad saww best lyrics azaan best guide quran,1
soon going eat chips ducky bhai zoomed elephants,0
really beautiful country hope visit,0
proud muslim,1
beautiful country srilanka,0
life changing information thank ducky bhai,0
proud muslim,1
proud muslim,1
vlogs already amazingno need say sorry bhaialready big fan,0
proud muslim,1
respect gets pakistani people goes show personality,0
proud muslim,1
proud muslim,1
proud muslim alhudulillah,1
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
lets appreciate content man crew makes masterpiece imagine whats hes gon na future,0
proud muslim,1
proud muslim,1
proud muslims,1
thanks watching,0
proud muslim,1
proud muslim,1
proud muslim,1
day incomplete without ducky bhai vlogs,0
uncle waving hand happiness,0
proud muslim,1
proud muslim,1
r spreading positive vibes making us happy putting much efforts favourite videos absolutely love,0
day incomplete without vlog matter duration vlog end really fast addictive,0
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
proud indian,1
lets vote saying yes mother hours,0
proud muslim,1
proud muslim alhumdulilah,1
proud part muslim family,1
proud muslim,1
proud muslim,1
proud foreign muslim,1
respect everyone involved seriously best piece ever seen youtube hate well love videos,0
proud muslim,1
proud muslim,1
proud muslim proud ummati holy prophet muhammad saw proud pakistanu,1
way roast aroob innocently literally superb,0
proud muslim,1
proud muslim,1
proud muslim,1
love pakistan zindabad proud muslim,1
hats n every one comes within seconds see vlog soon posts,0
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim support,1
see ducky bhai stadium today pak vs ind match happy see ducky bhai tv scream happiness came sri lanka support pakistan,0
everything temporarily duckeys chappal permanent,0
mashaallah may allah bless long healthy life inshaallah ameen may allah protect evil eyes inshaallah ameen keep great work ducky bhai,0
excited match pakistan india,0
proud muslim,1
attitude fake real master mind,0
proud muslim,1
proud muslim,1
proud muslim,1
collab wanted collab never expected,0
proud muslim,1
proud muslims,1
proud muslim respect everyone religion,1
legends one frame ft shehr mein dehat,0
proud muslim,1
lets appreciate content man crew makes masterpiece imagine whats hes gon na future,0
man goes great lengths entertain us certainly respect keep growing bro peace,0
people trying take selfie ducky bhai human doesnt deserves kind treatment let man enjoyed matcheverybody personal space respect interfere make person uncomfortable,0
proud muslim,1
proud muslim,1
proud muslim,1
happy see together,0
shehr mai dihat army button,0
lets appreciate content man crew makes masterpiece imagine whats hes gon na future,0
proud muslim,1
proud muslims,1
lets vote saying yes mother hours,0
next time bullet proof car mn ana,0
love colabe tauraab sibtain sourav jaoshi hyeee unexpected,0
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
legends one frame finally,0
proud muslim,1
sorry ducky ham multan city rehne walay khud stadium nai gaye cuz zaleel hojata banda kher still thanks coming multan next time aao dha ka zoo visit krna youll enjoy,0
proud pakistani,1
half comments proud muslim,1
proud muslim,1
lets appreciate content man crew makes masterpiece imagine whats hes gon na future,0
best hope allah best leadermuhammad saww best lyrics azaan best guide quran,1
lets vote ignoring aroob hours,1
proud muslim,1
legends one frame,0
proud muslim,1
proud muslim,1
assalamualaikum agar aapne abhi tak namaz parhna shuru nahi kiya hai toh main aapko salah ki ahmiyat yaad dilane ke liye video dekhne aur uske creater ko support karne ki salahiyat dua karta hoon allah aapko hidayat de aur aapko namaz parhna ka naseeb ho ameen,1
lets vote saying yes mother hours,0
kahan gaye thay ducky bhai,0
best,0
nyc,0
iqra changhari,0
visited hotel luxury,0
love,0
fonts used thumbnail please reply,0
mera lun ha chutiya fazool log inko tery jesy follow krny waly b,0
mashaallah,0
assalamualaikum agar aapne abhi tak namaz parhna shuru nahi kiya hai toh main aapko salah ki ahmiyat yaad dilane ke liye video dekhne aur uske creater ko support karne ki salahiyat dua karta hoon allah aapko hidayat de aur aapko namaz parhna ka naseeb ho ameen,1
bhai ducky bhai ko tu sab follow karte ho muje kardo ducki bhai kaunsa tum logo ka bijli ka bill pay karta hai,0
ducky bhai aap nae gt road say ghantay waste kiyae hain motorway say sirf ghantay lagtay hain,0
bugerat,0
teri biwi ko apni money pilao,1
kehte ha ka ao mere bund maro,0
itna begerat ke apne ap ko galiyan deta ha,0
begerat,0
ducky bhai love u,0
india ye naam nahi brand hai,0
kha kha elephant sy kaam nhi lg rhy,0
jo areeb ko yahan nahi dekhna chahte wo neche click karien,1
sub apna apna naam batwo,0
multan hamara jata,0
ducky bahii nice vlog,0
ok,0
ducky bhai nice vlog,0
afzal ni ha ke videos,0
guys fazol iski videos dekhny sy behter hai ap apna youtube channel bnao aur paisy bnao,0
million views hn youtube apko dollar pay krta aur iski daily video pe itny millions views hoty hain ye aram sy millionaire bn gaya hai,0
nan,0
thanks much sopprting,0
jahilo wali harkty kr rhy hy,0
dukyy bhai,0
,0
waaa,0
panooti sary jama hogye allah khair kre,0
indai win,0
ducky bhai hanzllah,0
ducky ever video mai ne suba se kuch nahi kahaya hai,0
form india ahmedabad gujarat,0
iqra uska fiancee ab inky peechy hi par gye hain bina mehnat kiye famous hoty jaa rahy,0
big fan ducky bai,0
tati,0
imagine heartfrom ducky bhai day,0
india win feel sad advance,0
woow,0
khotay ko koi bat krne ka tareeqa sikhaye,0
proud muslim,1
center wali bhot payari hay,0
nice,0
ducky bhai aapki mama bahut nice aur cool lady ha,0
nice,0
ducky bhia behn bht khbrst krun kia,0
match waly din barish ha aisa kro th sept waly match ka ticket ly lu,0
ignore aroob,0
mujhy sirf ye dukh hota raha k duchy bhai say diggi men bags nae fit huey afsos hai waisay honda walay b keh rahay hon gay k kamal hai yaar hamari sedan ko mehran bana diya iss nay,0
mazy ka vlog,0
jo hai naa jo hai naa jo hai naa,0
masha allah,0
im biggest fan ducky bhai,0
tujhe multan enter kisne hone dia gadha ban hain yaha,0
kiddy meal,0
last sean,0
subscribers good,0
report sisterology ducky bhai making islam opposition supporting relation unmarried person iqra areeb,0
ducky bhai u hav millions followers please try utilize ur duty toward nation motivate new generation make informative vlog plz dont show stupid daily routine stuff youtubers,0
best friend one walks life world walk,0
bhai multan lk dost rata hai mera,0
kha kha ka gandi cheezin koi fitness nahi hai chaval admi,0
ducky bhai ka sath meet,0
proud muslim,1
ducky bhi kindly ab kch change karain ap sb log mil k aik jaisa hi vlog bnaty h iqrakanwal areeb pervaiz aroob jatoi kan idr sy pakr lo ya odr sy aik hi bat h sb ka hi hota h kch twist ly k ayain,0
ducky bhai next jab b dubai aye mil kar jana im form jumeirah dxb,0
mere dost ne apko match par dekha tha,0
ducky bhai love u ap se milna ha mujko plz,0
one word ducky bhai use anything,0
feel long time multan,0
areeb boht cute h,0
love,0
mote,0
ducky bhai ap ki shadi ko ltna time ho gaya ha ap ka baby kahan hai,0
indian jetega,0
india ka shor joshi bhi aaya hua tha,0
aj kuch zada ha intro,0
proud muslim,1
hmloooooooo gggggggggggggggggg,0
kabhi salam se shuru kr dia kr bhai,0
thek,0
ducky bhai mama sy piyar liya krye head pr hand shake na kiya krye,0
nan,0
turab subtain best vloggers pakistan,0
cute bro,0
baap baap hota hai aur beta beta aage samaj jayo ab,0
bahi ap sy airport mila th ag,0
literally born entertain us saad sense humor getting better day day,0
ducky bhais sense humour way treats wife sooo cool mannnn,0
proud muslim,1
literally born entertain us,0
proud muslim,1
proud muslim alhumdulilah,1
proud muslim,1
lets vote saying yes mom hours,0
proud muslim,1
aroob literal mood desi love travel also us one trip hm thk gaye behisabb,0
day incomplete without watching ducky bhai vlog lots love india,0
lets vote saying yes mama hoursshe deserves,0
ducky literally born entertain us,0
proud part ummatemuhammad saw,1
proud part muslim,1
proud muslim alhumdulillah muslim,1
ducky never fail make us laugh,0
alhamdulillah proud muslim,1
proud muslim,1
ducky literally born entertain us,0
proud muslim proud ummati holy prophet muhammad saw proud pakistanu,1
proud muslim,1
duckys sens humor getting better day day,0
ducky bhai never fail make us laugh laugh,0
really appreciate content hard work guy,0
lets vote ducky bhai helping poor people,0
proud muslim,1
respect button mother,0
born entertain us,0
proud muslim,1
wants k ducky bhae apny parents ko ummrah py bejny ka surprise daylets votebecause ducky bhai mother good big fan herboht calming vibe atii hai un sy,0
proud muslim,1
proud muslim,1
proud muslim,1
make day ducky bhai best vlogger world actually born entertain uslove gujrat much,0
proud muslim,1
har banda na tumhari tarah nahi hota na choti fail epic,0
l respect everyone involved seriously best piece l ever seen youtube hats alli love video,0
lets vote meet sourav joshi sri lanka,0
day incompetent watching ducky bahi,0
proud muslim,1
good days coming inshaaallah,0
proud muslim,1
loved vlogs ducky bhai,0
safe pleasant journey,0
vlogs make day happy,0
proud muslim,1
proud muslim luv bruhhh,1
day incomplete without namaz,1
proud muslim proud ummati holy prophet muhammad saww im proud pakistani alhamdulillah,1
ducky bhaees every video full entertainment audience wait next video always thing new special entertain audience love uu ducky bhaeee,0
mujhe nhi lagta saad ki ammi usse ghar mai ghusne degi wapas jane ke baad,0
lets vote saying yes mother hours,0
welcome srilanka would love meet guys part srilanka guys visiting,0
proud duckey bhai fans seeing led clip,1
proud muslim,1
love much shazada veer love jhelum punjab buzurgo,0
srilanka beautiful place came back dont forget visit galle beautiful beaches ella beautiful mountains including adams peak beautiful place nuwaraella awesome,0
legends want see duckys mom reaction,0
lets vote saying yes aroob hours,0
thanks watching,0
proud ummati muhammad saw pbuh,1
saad aroob love,0
life ho ducky jaisi,0
aroob said say ye toh pata chalega na ke tumhare paas ek biwi hai,0
lets vote japan trip,0
proud muslim,1
lets vote saying yes hours mama,0
one makes motivated profession,0
lets vote saying yes mother hrs,0
proud muslim,1
proud muslim,1
lets vote saying yes iqra areeb hours,0
love vlogss always pray,0
proud muslim,1
lets vote saying yes muneeb hours,0
best hope allah best leadermuhammad saww best lyrics azaan best guide quran,1
proud muslim,1
yarrr lovely couple saad aroob masha allah,0
loved vlogs,0
safe journey,0
namaz permanent solution problems agree,1
jese office bore ho rha hota tb ducky bhai dekh leta full packet entertainment,0
u tease wifeits really funwe always laugh think vlog without wife always boring good u bring vlog daughter years old fan ushe says chal jhute maza aya wants meet u lol,0
awaited trip,0
peace upon may allah mercy masha allah brother helpless youtuber pakistan asset pakistan earned lot name world useful thinking students books,1
congrats bro thats get see match two amazing chricket playing countries abroad,0
best luck team pakistan,0
proud muslim alhamdulillah commnet,1
love u saad keep hard work,0
omg like vlogs brother great job,0
love ducky bhai,0
love chotay vlogs point fun interesting cover long vlog short vlog,0
mint sec pa welcome krnay ka bht bht shukria,0
ure lucky aroob pls donon jaa ke match jitwa dena,0
may allah bless brother,0
high level content hota hai ducky bhai kaapne vlogging content pe itna kharcha koi nahi krta,0
aroob lucky girl bcz saad wife may almighty bless always,0
ducky bhai always make us happy ducky bhai excellent youtube per,0
proud muslim alhamdulillah,1
sorry reupload editing quality issue aa gaya tha cheta singh trailer httpsyoutuberipitdcty,0
r spreading positive vibes making us happy putting much efforts favourite videos absolutely love,0
proud muslim alhamdulillha,1
alhamdulillaah proud muslim,1
man goes great lengths entertain us certainly respect keep growing bro peace,0
lets vote saying yes mama hours,0
never fail entertain us like pooh nischay,0
damn way end gets changes character roaster vlogger click second despite bad health salute man u really inspired today,1
im proud muslim alhudulillah,1
day incomplete without vlog matter duration vlog end really fast addictive,0
proud muslim,1
respect everyone involved seriously best piece ever seen youtube hate well love videos,0
proud muslim,1
finally old ducky vibes like,0
nan,0
proud muslim,1
best hope allah best leadermuhammad saww best lyrics azaan best guide quran,1
proud ummate muslim,1
proud muslim,1
proud muslim,1
indian saying ducky bhai become youtuber world soon sure,0
big fan ducky bhai day incomplete without vlog love vlogs,0
im proud muslim,1
proud muslim,1
l respect everyone involved seriously best piece l ever seen youtube hats alli love video,0
proud muslim alhamdulillah,1
lets vote ducky bhai new born baby,0
one understand happiness min ago video ducky bhai ducky bhai vlog gang understand,0
proud muslim,1
never failed entertain us,0
vibe like ducky back,0
hats n every one comes within seconds see vlog soon posts,0
proud muslim,1
proud muslim,1
loveee ducky bhai doesnt expectwait mother wife serve breakfast goes eat basic,0
proud part ummat e muhammad saw,1
lets vote say yes mom hours,0
proud muslim,1
ducky never disappoints us,0
proud muslim,1
proud muslim,1
lets vote saying yes mother hours,0
proud muslim,1
proud muslim,1
really proud always make us happy give us confidence boost fan hammad khatri first hearing impaired youtuber one noticed channel name hammad khatri,1
audiance indian,0
proud muslim alhamdulillah,1
old ducky bhai back,0
proud muslim,1
qna flashback old ducky,0
man never fails entertain us,0
proud b muslim,1
proud muslim,1
love india,0
ducky giving us roasting vibes,0
lots love india welcome want come india,0
lets vote saying yes wife hours,0
lets vote saying yes muneeb hours challenge,0
works v hard n appreciate alottttt,0
big respect,0
proud muslim proud ummati holy prophet muhammad saww im proud pakistani alhamdulillah,1
lets vote saying yes aroob hours,0
feeling like old ducky back,0
proud good muslim,1
fav youtuber pak love india,0
proud muslim allahmdullah,1
proud muslim,1
day incomplete without vlog,0
start qna accent speaking amazing like roasting realized old ducky bhai,0
old duckyyad agaya,0
whos proud muslim,1
proud part ummat e muhammad saw,1
vote roast video miss old ducky,0
actually spitting facts,0
noticed ducky bhi wearing glasses days,0
lets vote say yes aroob hours,0
lets vote u say yes big brother hours,0
bro really appreciate thing support indian movies doesnt matter far,0
old ducky bhai back,0
youtuber cook ducky bhai,0
proud muslim,1
missing old ducky bhai,0
lets vote saying yes mom mom,0
ducky nailed today man,0
vote old duck bhai litreallyy yrr old gold,0
sick still made video us thank much,0
love ducky bhai voice rosting qna reacting vedios,0
lets vote world tour ducky bahi,0
lets vote saying yes muneeb hours,0
proud indian,1
lets vote saying yes mom,0
vote letting person front decided eat hours,0
feel old ducky video,0
proud muslim,1
ducky bhai apna india jarur hi ana ha definitely meet im excited moment,0
ducky bhai ap ne rich honay wali baat bilkul theek kahi,0
let vote saying yes mama hours,0
love india,0
old ducky bhai back,0
black vigo part epic,0
ducky bhai challenge deta hun apko hour ibadat namaz quran zikar vote challenge,1
lets appreciate content man crew makes masterpiece imagine whats hes gon na future,0
proud muslim,1
ducky switch disaster situation fun keep strong,0
proud muslim,1
proud muslim,1
one best dude whenever achieves something never gives credit always respect us audiences must team always polite video congratulate ourself achievement come everything comewre always,1
always treating audience family,0
r spreading positive vibes making us happy putting much efforts favourite videos absolutely love,0
cant begin express inspiring jawdropping mesmerizing inspirational video truly start finish could feel many emotions many positive mean wow video perfect kind sad stumbling upon masterpiece watching confirm made much happier thank lucky stars today shown light gem,0
allhmdulillah proud muslim,1
never fail make us laugh,0
lets vote saying yes mama muneeb hours,0
didnt expected kind home tour,0
pakistani relate,0
proud muslim alhamdulillah,1
proud muslim,1
man knows injoy situations,0
video made accident unexpected situation made million views hours congratulations bro,0
wasted thing duckys home gym equipments,0
proud muslim alhamdulillah,1
ducky bhai full entertainer one beat humour,0
lets appreciate content man crew makes masterpiece imagine whats hes gon na future,0
proud muslim,1
areeb lovely earth brother,0
proud part ummat e muhammad saw,1
duckys legend hes making vlog us situation love u ducky bhai,0
optimist sees opportunity every difficulty suits much ducky,0
moment dives water funny changes negative thing positive funny,0
duckys videos always treat youre curious life pakistani germany beyond come explore tie mit mani lets share experiences adventures,0
ducky bhai never disappoint us,0
funniest vlog ever seen loved vlogs ducky bhai,0
hahahaha vlog extremely chaotic love,0
funniest scene ducky sliding tile,0
proud muslim,1
vlogs sense humour therapy kuddos,0
hilarious vlog till date areebmuneebaroobziasaad whipper,0
ducky never disappoint us,0
proud muslim,1
respect everyone involved seriously best piece ever seen youtube hate well love videos,0
vote saying yes mama hours,0
u money mind build house,1
proud muslim,1
proud muslim,1
proud muslim muslim life,1
never fail make us laugh muneeb bechara,0
proud muslims,1
mom ghar selaab agaya hain ducky bhai ni maa ghar content aya hain,0
proud muslim,1
thanks allah live village huge rains come always home clean middle class happy rainy,0
proud muslim alhamdulillah,1
proud muslim,1
best part came drawing room see water way mom say buy new house teasing aroob always make fun vlog,0
everyone saad wa bhai content mil gaya,0
proud muslim,1
muneeb like please mujhe chor,0
proud muslim,1
thats handle negative hard things,0
mashallah subhanallah kya pani aaya ducky bhai good job,0
think daku dolly enjoy,0
love hazrat muhammad,1
proud muslim,1
mother peaceful humble lady,0
congratulation millions views complete channel,0
yr bht funny vlog tha yr ye hr ghr serious situations koi na koi funny bnda hotaa hi hy ducky bhai enjoy kr rha tha,0
proud muslim proud ummati holy prophet muhammad saww im proud pakistani alhamdulillah,1
proud muslim,1
areeb said adha paani jabz kr k gaya hai ye,0
ducky never fails,0
proud part ummat e muhammad saw,1
man knows injoy situations,0
proud muslim,1
doesnt need oscar need new house,0
proud muslim,1
love ducky bhai,0
ducky got rest first time years,0
thanks watching,0
slide best part vlog love ducky bhai,0
congratz bro ur dream car mashallah allah pak kamyabi dain ameen,0
areeb humble guy,0
ducky bahi may apko challange dete hun hours kay liyay namazquran allah ka zikar vote challange,1
im proud muslim alhudulillah,1
proud muslim,1
proud ducky bhai love india,1
proud muslim,1
proud muslim,1
proud ducky family happy,1
proud muslim,1
proud indian muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
lets vote saying yes middle brother hours,0
proud muslim,1
proud b muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
day incomplete without vlog,0
proud muslim,1
proud us kind funny people pakistan also guy motivates also,1
proud muslim,1
lets vote saying yes mummy hours,0
proud indian,1
proud muslim,1
proud muslim,1
proud muslim,1
proud indian,1
day incompetent ducky vlog,0
thanks lot warm wishes proudly indian,1
proud pakistani vloger,1
proud muslim,1
thank much wishing india aapko bhi mubarak ho love india,0
day incompetent watching ducky bahi,0
lets vote ignoring aroob hours,1
proud muslim alhamdulillah,1
ego attitude honest hardwork,0
proud muslim,1
proud muslim,1
love india,0
proud muslim,1
thank congratulating india love videos love india,0
indian love pakistan pakistani people,0
man deserves,0
hi ducky bro congrats bought new car think every body get motivation journey achieve dreams wish good luck future,0
proud muslim,1
proud muslim,1
lets vote saying yes mother hours,0
proud muslim alhamdulillah,1
must feeling happy buying dream car hope yall stay happy like mashallah,0
congratulations car may allah bless u guys ameen sum ameen,0
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
guy radiates much positive energy tendency uplift everyones mood,0
lets vote saying yes father hours,0
proud muslim,1
proud muslimsay alhamdulillah,1
proud muslim,1
proud muslim,1
proud muslim,1
vlogs get better day day congrats duck massive success may happiness success life,0
proud muslim allhamdullilah,1
proud muslim,1
ducky bahi may apko challange dete hun hours kay liyay namazquran allah ka zikar vote challange,1
congratulations new dream car saad bhai allah pak apko kamiyab kren apko humesha khush rakhen ameen sum ameen,0
proud muslim,1
iam proud muslim,1
thanks love support guys love,0
really proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
proud part umat muhammad saw,1
proudto muslim,1
lets vote saying yes wife h,0
proud muslim,1
proud muslim,1
proud part ummat muhammad saw,1
love gya ducky bhi big fan,0
namaz permanent solution problemwho agree,1
lets vote saying kia chal rha hai ak kal next vlogs plz ducky bhai plz,0
im really proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
proud muslim,1
vlog always entertains us always full energy,0
proud part ummatemuhammad saw,1
notice hickey aroobs neck,0
indian love pakistan pakistani people,0
proud muslim,1
proud muslim,1
jalfrezi looks delicious aroob believe made,0
im proud b muslim,1
lets vote saying yes mother hours,0
proud muslim proud ummati holy prophet muhammad saww im proud pakistani alhamdulillah,1
born make history,0
ducky bhai mera mood khushgwar hogya hy apka vlog dekh k really extremely deserving allah bht kamyabiya de apko,0
proud muslim,1
subanallah,0
ducky bhai never miss chance entertain us,0
proud part umet e muslima,1
lets vote saying yes mom hours,0
dosto k sath kar lo ab northern ka trip,0
thanks watching,0
ducky bhai congrats new dream car eyes emotional,0
saying yes muneeb hours,0
namaz key fo sucsses,1
energy back feeling ducky bhai back years,0
proud muslim,1
proud indian,1
ducky bhai never disappointed us,0
lets vote saying yes mama hours,0
plan something aroob supportive happy happiness deserves surpriseee gratitude gift,0
watching scene duckys vlog sistrologys vlog,0
allahmdulillah proud muslim,1
proud muslim,1
congratulations car,0
notice buying car fast subscriber boosted went subscriber subscriber within days thats crazy k subscribers could see become biggest youtuber pakistan beating nadir ali years fastest growing grows rate hit subsciber weeks subscriber mid end following year,0
proud muslim,1
proud muslim,1
nice see family well,0
husband wife respect eachother whethers video,0
watching since year subscribed today deserve ducky bhai,0
alhamdhlillah proud muslim,1
proud muslim,1
proud muslim,1
im proud muslim,1
nothing better making parents proud,1
proud part ummat e muhammad saw,1
proud muslim alhamdullilah,1
proud muslim,1
proud muslim,1
proud muslim,1
congratulations new dream car saad bhai allah pak apko kamiyab kren apko humesha khush rakhen ameen sum ameen,0
proud muslim,1
love mothers voice way talking may allah swt bless good health long life ameen,0
proud muslim,1
proud muslim,1
proud part ummat e muhammadi saw,1
proud ummati prophet muhammad saw,1
proud muslim,1
alhumdulilah proud muslim,1
proud muslim,1
proud muslim,1
proud part ummatemuhammad saw,1
proud muslim,1
hr koi bol raha hy proud b muslim sahi baat hy mashallah pr hamary mulk imandaari ka koi nhi,1
proud muslim,1
loves muhammad saww,1
proud part ummat e muhammad saw,1
saying yes duckys big brother hours,0
proud muslim,1
r spreading positive vibes making us happy putting much efforts favourite videos absolutely love,0
aoa saad masha allah proud come long way keep drive safe give new cars sadqah,1
trending trending trending power ducky bhai,0
namaz permanent solution problemwho agrer,1
allah jisy chahay nawazain r jisy chahay izaaat ata krain allah ata krain,0
proud muslim,1
thank watching,0
proud muslim,1
proud muslim proud ummati holy prophet muhammad saww im proud pakistani alhamdulillah,1
proud muslim proud ummati holy prophet muhammad saw proud pakistanu,1
love ducky bhai,0
proud muslim,1
proud muslim pakistani,1
proud part ummat e muhammad saw,1
dont know excited,0
proud muslim agree,1
best hopeallah best bookquran best tourhajj best lyricsazan,1
proud ummati muhammad saw,1
loves muhammad saw,0
proud muslim,1
best hope allah best leadermuhammad saww best lyrics azaan best guide quran,1
fun fact everyone found channel randomly started watching regularly,0
ducky bhai vloging ka alag level hai yar,0
congrats duckybhai happy uh ksmy people like day videos feel struggle bring bs ek dua hai k allah apko nazrey bach se bachaye rakhey ameen sumameen carry king,0
apki ami ki smile bro may allah bless grant long healthy life ameen sum ameen,0
lot love bro congratulations car bro inshallah year achieve million subscribers well,0
happy saad bhai allah pak give success life congratulations bro,0
ap ki ami mujy achi lugti hain allah pak ap sb ko asy hi khush rhky ameen,0
proud part ummat muhammed saw,1
truly deserved,0
proud muslim,1
day un complete without vlog love ducky bhai,0
sha allah,0
good ducky take care parents family eachmoment,0
proud muslim,1
ducky bhai never fail make us laugh,0
bro days vlogs treding one doo ducky rocks youtubers shocks,0
proud muslim,1
proud new car proud muslim,1
happy beautiful wife family,0
bhut hi nafeees aurt hain ducky ki ami,0
ducky gentleman pure heart,0
may allah bless whoever reads comment come learn quran teaches others way paradise learn quran grammer best among one learns quran teaches others,1
proud part umatemuhammad saw,1
respect everyone involved seriously best piece ive ever seen youtube hats well love videosils,0
ducky bhai may allah gives congrats car,0
day incomplete without vlog,0
clear wrap etron u protect paintalso dont bang bonnet slam gently unbalance bonnet head,0
proud muslim,1
congrats ducky bhai allah pak hum sab ko kamiyabi ata fermaye ameen,0
proud ummat e muhmmad saww,1
ducky always disoppoint us kind heart feel like bright future,0
ducky pov ab mama ne mana kardiya ha pakistan se nai jana car leleta hu content nikal ayega,0
proud muslimalhamdullilah,1
ducky bhai love u ur vlogs also take care health good,0
zabardast vlog,0
mashaallah allah pak naseeb kary apke ducky bhai im happy,0
love respect ducky bhai,0
trending mashaallah,0
duckyyy bhaiii actually favourite god bless may prosper n moreee got everyting dreamed lots love,1
mashallah congratulations brother allah bless family,0
love hazrat muhammad pbuh,1
happy ducky bhai mashallah jb ap roasting videos banaty thay tab always sochty thy mehinti talented insan hai sahi direction energy nahi use krahy abhi jab apko dekhay hain boht khushi hoti hai mashallah,0
congratulations,0
proud part ummate muhammad saw,1
love india bro,0
im ur fan love ur mom soft spokenhumble,0
thanks watching,0
love ducy bhai congrats ducky bhai,0
love pakistan sindh,0
congratulations new car,0
cute aroob,0
congrats man litterly tears eyes old subscribers feel happiness ducky bhai keep growing,0
literally man everything mother wife brother family wholesome ducky bhai look happiness emotions mothers face brilliant achievement lesson hard work pays work family beloved ones,0
way wife said ap hain malikan mother brought tears eyes shows humble respectful aroob,0
first time channel man mom pure angel man always keep happy love hyderabad india,0
mother giving phone charger funniest part love ducky bhai family,0
mashaallah,0
mother like really biggest blessingthe way didnt forget allah teaching,0
ego attitude honest hardwork,0
respect guy mum front seat passenger,0
moms reaction cute,0
youre genuinely one person never kind show happy family specially mom gem koi bhi aisa banda nhi hoga jo success pe jealous hua ho tea deserve proves hardwork pays,0
mashallah,0
nothing better making parents proud,1
congratulations bro good see mothers happiness allah khush rakhe apko,0
much proud u ducky bhaiii love india,1
saurav side saad side emotions,0
usually dont watch vlogs watching vlog happy huge respect mother masahallah sweet may allah pak grant healthy life,0
car everything life means nothing family congrats brother,0
nothing better making parents proud,1
sha allah congratulations nothing precious parents happiness,0
loads love india bhaithe way u interact ur family lot love truly touched memay god bless u abundantly,1
saad bhai proud also closed mother way treating respecting incredible must say parents raises nicely one thing aunty cute aapne zero count nahi karne diya unhe,1
sha allah well deserved happy,0
congratulations proud bro happy,1
million subscribers joke salute man,0
wow car fire congratulations everyones reaction good reaction mother heart touching,0
know every boy watching want make family proud dont give keep grinding one day youll make,1
qasam se yar bohot roya inshallah oneday,0
congratulations bro proud brother inspiration youngsters,1
congratulations ducky bhai new car mom sweet humble person mother like realy biggest blessing way forget allah teach really love family much fun blessings family members,0
connection built audience wholesome days incomplete without vlogs proud,1
pakistani proud bro,1
aslam alikum brother appreciate hard work congratulations achieving dream car best part vlog way mother gave duas reaction allah gave,0
lots love ind,0
ur mother gem person mashaallah st time ever watched ur vlog n ur mothers reaction sooo raw n pure may allah bless good health ameen,0
seconds video time made subscribe channel never seen videos mothers words potapoti referring wife malkin love wife showing expressing love back saying aap hai malkin finally mom asking forget thanking god god bless home happiness always moments makes channelvlog special youtuber post travelfamily videos channel learnt good lesson make special,1
parents blessing,0
ducky u deserve car anyone jelous leave dont care cause u deserved man mubarak bhai,0
mom literally soo sweet,0
happy ducky may allah bless,0
many many congratulations ducky bhai im happy thats hard work,0
thats earn man video trending happy like brother someone special got car video made us smile mom sooo kind generous,1
congratulations yar look mothers reaction emotion conglomerate,0
congratulations proud,1
im happy man gives hope th rest people follow even foolish video make loads money people watch,1
best vedio life natural allah pak aap tammam logon ko nazare bad se bachai aamin,0
proud ducky buying dream car years hard work made dream come true congrats,1
simplicity last generation blessed pure innocent moms,0
congratulations struggle never goes unrewarded,0
apki mummy bohot bholi hai apki mummy ke liye ek like,0
