clean_comments,label
proud to be a muslim,1
that moment when you meet your mother after long time,0
lets vote for saying yes to mama for hours,0
alhumdulilah proud to be a muslim,1
now we know where ducky inherited his humour from your maa is love brother,0
i can see tears and so much love in his mother eyes,0
ducky bhai you have got such a sweet mother she literally has a heart of gold i mean look at yourself what you did before going to dubai was extremely bad you guys went on vacations to dubai for a month without even telling to your mother but she was still smiling and happy when you came back one can clearly see the pain in her eyes when you told her about your next trip,0
proud to be muslim,1
lets vote for saying yes to your mother for the rest of your life,0
such a sweet mom ma sha allah please spend more time with your family and let your mom and wife do family bound together as well,0
proud to be a muslim,1
lets vote for saying yes to your mother for hours,0
who is proud to be a part of ummat e muhammadi saw,1
lets vote for saying yes to mom for hours,0
lets vote for saying yes to mama for hours,0
who is proud to be muslim,1
please ducky bhai take care of your mother she is so sweet and caring dont leave her spend time with your parents as much as you can this is the age of taking care of them and whenever you go on trip take your mother with youlots of love,0
we are being a proud of pakistani,1
proud to be muslim,1
millions are books but quran is one,1
proud to be a muslim,1
proud to be a muslim,1
ducky gets his humour from his mom for suree,0
lets vote for saying yes to your mother happy for hours,0
who is proud to be a muslim,1
million is not a joke proud to be a fan of ducky bhai proud to be a pakistani,1
saying yes to mother to make her happy,0
i proud to be muslim,1
how sweet is your mom,0
the way you said final words of this vlog was fantastic and laughed a lotenjoyed it,0
now he should give tours to whole family maa baap ka huq alag se ha,0
lets vote for saying yes for hours your mama,0
anti ji destroyed ducky bhais whole roasting career in few minutes,0
ducky never disappoints,0
mama and muneeb rock saad shock,0
aroob is very clever and his mom is inoccentwho agree with me,0
who is proud to be part of ummat e muhammad saw,1
lets vote for saying yes for mom hour,0
apni mamma ko b importance do mamma ke saath b thora time spend karo,0
lets vote for saying yes to mama for hours,0
lets vote for saying yes for hours mother,0
so the humors comes from your amma jaan mashaa allah,0
his mother is so confident,0
your mother is soo amazing and great bro aunty rocked duck shocked,0
i am proud to be a muslim i am proud to be the ummati of the holy prophet muhammad saww im proud to be a pakistani alhamdulillah,1
proud to be a muslim,1
your mother is everything mashaallah,0
who is proud to be muslim,1
who is proud to be a umat muslim,1
who is proud to be muslim,1
duckys mother is very cute and adorable,0
who will proud to be a muslim,1
now we know where you get your sense of humour from although your mum is more witty,0
please give more time to ur parents,0
ducky bhai level ki bazati ho gai ap ki mama se is izzat par dubai tour khataam hota hai,0
lets vote for saying yes to mama of ducky hours challenge,0
who has proud to be a muslim,1
mashallah ducky wellcome back to pakistan wish you great day in pakistan bhai apki childhood part kab aaega,0
ego attitude honest hard work,0
maa to sanjhi hoti h likes for ducky mother,0
lets vote for saying yes to mom for hours,0
thanks you for watching,0
saying yes to your sweet mom,0
lets vote for saying yes to mama fo hours,0
such a beautiful soul she is god bless her,1
mama reaction was hilarious,0
your mom is such a legendary roaster,0
ducky bhai mashallah apki ami buhat sweet hain allah pak inko sehath or tandrusti day or hameishn inka saya ap par qaim o dam rahe ameen im big fan of you,0
your mom is cute and funny,0
lets vote for saying yes to mom for hours to make her happy,0
ur vlogs are always amazing and made laugh at faces saad bhai,0
lets vote for saying yes to mom for hours,0
duckys mama rocked ducky shocked,0
lets vote for saying yes to your mama for hours,0
anti reaction is sooooo cute,0
who is proud to be muslim,1
haye sahad eyes when hes hugging his mom love you aur aap ki mummy acha mzak kr leti hen love you,0
i proud to be islam,1
say yes to your mom for a full day,0
hes enjoying the best life,0
lets vote for saying yes to your mother happy for hours,0
proud to be pakistani,1
ab pata chala roasting kaha se seekhi ducky nemoms rocked,0
what a great bonding of ducky bahi family,0
vote for ducky bhai saying yes to his mother for hr,0
the ending was amazing,0
say yes to mama for hours,0
who proud to be muslims,1
lest vote for saying yes to mama for hours,0
lets vote for saying yes for hours to your mother,0
lets vote for going northern areas with family,0
yes to mama for hours,0
who is proud to be muslim,1
luv how u being roasted by ur mom she is so sweet,0
lets vote for saying yes to your mother,0
mashaallah mashaallah your mum is so beautiful and cute may allah bless her ameen,0
lets vote for saying yes to your mother for hours,0
proud to be a muslim,1
proud to be a muslim,1
proud to be a muslim,1
who is proud to be a muslim,1
who is proud to be a muslim,1
who is proud to be a muslim,1
alhamdulillah proud to be muslim and pakistani,1
they r just spreading positive vibes and making us happy by putting so much efforts into our favourite videos i absolutely love them,0
proud to be muslim,1
proud to be a muslim,1
proud to be a muslim,1
who is proud to be a muslim,1
ducky never disappoints us,0
proud to be a muslim,1
proud to be a muslim,1
who is proud to be a part of ummat e muhmaad saw,1
i am pakistani but happy independence day to every indian,0
who is proud to be a muslim,1
i proud to be a true muslim,1
who proud to be a muslim,1
lets vote for going northern areas with family and aroob family,0
your vlogs like doze of entertainment for me your vlogs makes my day happy,0
who is proud to be a muslim,1
who is proud to be muslim,1
ducky always comes with epic intro,0
only ducky bhai fans lovers can feel this happines when he upload a vlog,0
who is proud to be muslim,1
who proud to be part of ummat muhammad saw,1
im proud to be muslim,1
proud to be muslims,1
he proved the meaning of entertainment,0
ducky bhai always make me laugh,0
vote for marriage prank on aroob,0
lets vote for giving respect to aroob without telling him,0
i am proud of be a muslim allah hoakbar,1
who proud to be muslim,1
pls make vlogs daily i really love your vlogs love from multan,0
everything is temporary but ducky and aroob love is permanent,0
who is proud to be muslim who is proud to be muslim,1
mashaallah aroob and saad couple is sooooo cute,0
lets vote to ducky to say yes to home vlogs,0
who is proude to be a muslim alhamdulillah to,1
who is proud to be a muslim woman,1
i love the reactions of aroob for your funny jokes about yoursel,0
proud to be muslim,1
stay bless both of u,0
i hope next vlog kal hi aaye missed your vlogs brother,0
who is proud to be muslims,1
i am proud to be a muslim i am proud to be the ummati of the holy prophet muhammad saww im proud to be a pakistani alhamdulillah,1
proud to be muslim,1
who is proud to be muslim who is proud to be muslim who is proud to be muslim,1
best couple and most loving husband ever,0
beautiful vlogs,0
luv you duacky bhai may allah protect you both,0
who is proud to be a pakistani,1
vote for ducky bhai northern trip with family by road,0
stay blessed,0
nimaz is the key of success who agree,0
not wishing happy independence day but we are wishing you alot happy independence day,0
lets vote for hours ignoring aroob,1
proud to be a muslim,1
we are proud of you,1
love your vlogs,0
happy independence day,0
quran is the best of all books,1
proud of you,1
ducky bhai always make us happy,0
cute couple and entertainment,0
love your vlogs,0
nice to see you and your family are,0
welcome ducky bhai finally ap pakistan jarae or whan k vlogs dekhne ko mile gay yeahhhhhhh masha allah happy wife happy life god bless you with success and happiness more and more in future best of luck for next bhai allah ap dono ko hamesha khush rkhe or bure nzr se bachae ap dono ko ameen,1
proud to be a muslim,1
i love your vlogs ducky bhai,0
who is proud to be a part of ummah muslima,1
who is proud to be a muslim,1
happy independence day,0
who is proud to be a part of ummat e muhammad saw,1
there is no god but allah and muhammad is the messenger of allah,1
i will miss these days when they will quit vlogging,0
my favorite couple,0
allah apko aise he hamsha khus rekhe,0
lets vote for saying yes to ducky for hours,0
ducky bhai we want some vlogs with your faimly specially with muneeb,0
so lovely,0
shawarma guy be like dont do zat brother,0
zabardast vlog,0
amazing vlog love from gojra pakistan,0
i love allah,0
who is proud to be muslim,1
proud to be a ummati of saw pbuh,1
goodbye dubai wow,0
aroob is so cute mash allah,0
vote for saying yes to you muther,0
,0
always ducky mom kaha jary rahay ho ducky be like dubai,0
beautiful,0
love you ducky bhai,0
i love aroob and ducky bhai,0
ducky never disappoints,0
arobe is so cute,0
im proud to be a muslim,1
i am proud to be a muslim,1
im proud to be a muslim,1
i am proud to be muslim,1
i am proud to be muslim alhamdulillah,1
no matter how much is ducky looking stupid he always does things to make us laugh love his content and keep it up the best vlogger in the world,0
proud to be a muslim,1
ducky never fails to make us happy,0
million is not a joke proud to be pakistani,1
im proud to be muslim,1
who is proud to be muslim,1
who is proud to be muslims,1
who is proud to be a muslim,1
who is proud to be a muslim,1
they r just spreading positive vibes and making us happy by putting so much efforts into our favourite videos i absolutely love them,0
fact the thing is that it is still slower than shoaib akhtar kph,0
im proud to be a muslim,1
alhamdullilah proud to be a muslim,1
im hindustani but i never see a religion better than islam allah hu akbar,0
me watching ducky videos and planning what i should do in dubai and what i shouldnt,0
ducky just got humbled by the porsche driver,0
proud to be a muslim,1
who is proud to be a muslim,1
who is proud to be a pakistani,1
proud to be a true muslim,1
fun fact everyone found this channel randomly but started watching her regularly,0
only ducky bhai fans lovers can feel this happines when he upload a vlog,0
i am proud of muslim,1
who is proud to be a part of muslim,1
only ducky bhai real lovers can feel the happiness of a new vlog,0
who is proud to be a muslim,1
best leader muhammed pbuh best lyrics aazaan best guide quran best request dua,1
thanks a lot guys for your love and support love you all guys,0
who is to be proud a muslim,1
alhamdulillah who is proud to be muslim,1
proud to be muslim,1
who is proud to be a muslim,1
the face camera was lethal during zipline,0
everyone should proud to be muslim,1
the way she crawledfunnyshe is really a pure heart,0
your videos always make me laugh as a traditional pakistani myself,0
who is proud to be a umat e muslim,1
proud to be musalman,1
i am proud to be a muslim i am proud to be the ummati of the holy prophet muhammad saww im proud to be a pakistani alhamdulillah,1
best hope allah best leadermuhammad saww best lyrics azaan best guide quran,1
duckys face has covered the view,0
your vlogs making my day happy,0
happy independence day proud to be indian and hindu,1
who is proud to be muslim,1
who is proud to be muslim,1
actually your face is bigger so camera is smaller and u all know about aroob a smart girly girl so thank u ducky bhai fr exploring the world and entertaining us love u hogya,0
but shoaib akhtar ball speed is kmh,0
may allah help us all ameen,0
who is proud to be a muslim,1
who proud be a muslim,1
who is proud to be a muslim,1
beautiful and amazing,0
proud to be a muslim xavier,1
may allah save us all ameen zabardast ducky bhai,0
happy independence day pakistan and ducky bhai,0
who is proude to be a muslim alhamdulillah,1
love from rawal pindi god bless you all,1
very scary zip line weldone guys,0
abi apka vilog dekha feeling so happy stay blessed u r source of laughing for us bhai,0
lets vote for ducky to say yes to home vlog,0
proud to be a umat e muhammad saw,1
beautiful vlogs,0
who proud to be a muslim and believe allah is one and they know everything about our life they live everywhere,1
who has proud to be a muslim,1
lets vote for ignoring muneeb for hours,0
ducky bhai waited soo long for your vlog bro lots of love,0
i miss our old ducky bhai and his old content roasting,0
proud to be a pakistani minecraft content creator alhamdulillah,1
nice happy independence day may allah save us all ameen,0
how is proud to be muslim,1
quran is the best of all books,1
amazing,0
still is a dream for the whole world,0
who is proud to be a muslim,1
who is proud to be muslim,1
go for umrah ducky bhai zabardast,0
happy independence day pray for pakistan,0
proud to be a muslim proud to be the ummati of the holy prophet muhammad saw proud to be pakistanu,1
man part of vlog is zipline baaki ducky ke faaltu chawal baazi,0
whos proud to be umat muhammad swa,1
bro you are looking so well,0
you are my inspiration,0
who is proud to be muslim,1
dear parents just because your child is smiling at their phones doesnt mean they have boyfriend or girlfriend they are watching this masterpiece,0
who is proud to be muslim,1
bohat bohat mubarak ho last vlog days a go,0
i respect everyone who ware involved in this seriously the best piece that i ve ever seen on youtube hate off to well all love your videos,0
wow amazing,0
i am proud to be i muslim,1
legend shippu tikku and bulbul,0
lets vote for saying yes to mom for hours lets whos agree,0
who proud to be a muslinm,1
ducky bhai always see smile on her subscribers,0
ducky bhai english be like i was there aah it was accidentally aah boys played well,0
vote for ignoring aroob for hours,1
no matter how much is ducky looking stupid he always does things to make us laugh love his content and keep it up the best vlogger in the world,0
he never forgets to entertain his audience,0
proud to be a muslim proud to be a pakistani proud to be part of ummah of hazrat muhammad saw,1
proud to be a muslim,1
no matter how much is ducky looking stupid he always does things to make us laugh love his content and keep it up the best vlogger in the world my most fav vloggermentor you are ducky bhai love from bd,0
old ducky bhaii is back,0
literally i can feel aroobs feelings she has a personal entertainer,0
i am proud to be a muslim,1
lets vote for ducky to say yes to home vlogs,0
proud to be a muslim,1
ducky bhai never fail to make us laugh,0
proud to be muslim,1
hats off to each n every one who comes within seconds to see the vlog as soon as she posts it,0
they r just spreading positive vibes and making us happy by putting so much efforts into our favourite videos i absolutely love them,0
life with ducky bhai is full of adventures,0
lets vote for saying yes to mom for hours who agree,0
only ducky bhai fans lovers can feel this happines when he upload a vlog,0
who is proud to be a muslim,1
honestly this is the ducky bhai ive been waitin for maza a gya bhaeeeeeeeeeeeee video dekh kr cant hold my laugh for the first time,0
who is proud to be part of ummat e muhammad saw,1
proud to be muslim,1
alhmdulilah proud to be muslim,1
this part was so good ducky bhai love you,0
is the unexpected and funniest moment,0
fun fact everyone found this channel randomly but started watching her regularly,0
lets vote for ducky bhai fan meetup,0
who is proud to be a muslim,1
proud to be a muslim just have a pray from god they do have spread always blessing on us,1
this was the most funniest vlog of ducky bhai i ever seen,0
maza aaya dekh k ya vlog specifically when saad was in full desi mode,0
who is proud to be a muslim,1
who is proud to be a muslim,1
lets vote for saad ignoring aroob for hours,1
waiting for new vlog since days,0
best vlog ever so entertaining be happy always,0
old ducky bhai is back,0
lets vote for wearing batman suit one day in dubai,0
lets vote for going northern areas with family,0
as a person who has went to warner bros abu dhabi i find this video as fun,0
cant hold my laugh bouth maza ka vlog,0
you should took a ride on aroob,0
abu dhabi have amaaaazing things to do,0
i respect everyone who were involved in this seriously the best piece that i ve ever seen on youtube hate off to well all love your videos,0
ducky bhai we are missing your daily vlogs itny din sy vlogs kyon nhi aa rhy bhai,0
aroob i think youre the one embarrassing saad hes a legend,0
i can feel aroob feelings,0
proud to be muslim,1
masha allah amazing vlog with fun and positive vibes god bless you with success and happiness more and more in future best of luck for next ducky bhai,1
funniest vlog ever after long time,0
i love arobe sean yar bhai arob ki ankhoo ki putti mjy bhoot achi lagi,0
who is proud to be a muslim,1
vote for saying yes to ducky bhai for hours,0
who wants to listen voice of jia after a long time,0
much is ducky looking stupid he always does things to make us laugh love his content and keep it up the beast vloger in the world,0
he is always making us laugh,0
who is proud to be a muslim,1
by the way he was looking good in that mask,0
aroub api is going to be the next roaster in ducky bhais family,0
saad u have such a nice sense of humour it was so sweet of u wearing the costume and entertaining us you do put alot of effort on this channel of yours,0
hhahaha love u ducky bhai for making this vloggg its very funny and your funny looks and moments was very attractive u do this all for us and we love u for this,0
aroob ka mask dekh kar kisi ko kuch ydd ayaa only lagends can understand,0
lets vote for v with aroob and ducky pubg mobile,0
i am also proud to be muslim,1
from last few days i started watching his vlogs i dont know whats wrong with me but still i am watching,0
yar bs kardo proud to be muslim its not islamic video lets just talk about his content and videos,1
i like one thing about ducky bhai that he doesnt care what other people will think or say something,0
zindagi mian ducky bhai jitna confidance cahiye,0
the mask scene has a whole fandom,0
social anxiety is scared of ducky,0
and the genuine sound begins,0
this was legit the best vlog of abu dhabi,0
proud of muslim,1
proud to be muslim,1
who is proud to be a part of ummat e muhammad saw,1
old ducky bhai is back,0
aj mazaa he agya vlog dekh kr,0
love you so much shazada veer love from jhelum punjab buzurgo,0
who is proud to be a muslim,1
ducky bhai always never disappointed us,0
this vlog is so funny,0
we miss old ducky bhai,0
my favorite couple,0
ab aroob ko kon samjhaye k mard k liye ye bacho wali cheezay nh balky ek alag hi duniya hai,0
lets vote for living in disney land for hours with aroob and muneeb,0
so entertaining vlog especially car ke baad mask seen best vlog,0
looking pretty good in superman costume,0
advance happy independence day,0
the funniest vlog ever,0
hahahhaahah aroob k slaps hahahahaha shes so cute,0
cartoons op ducky bhai opiest new word for him,0
best vlog ever,0
aroob natural beauty bohat pyari h aroob or ducky ka mazak krna aroob ko is awesome,0
vlog kab ay ga love you ducky bhai,0
ducky bhae salute to ur confidence man only confident people can do this huge respect,0
you are so funny vaise arup ke bare mein theek hi,0
when is chota ducky coming everyone vote for chota ducky,0
ducky bhai do all thing to entertain subscribers,0
you are blessed to have wife like aroob stay blessed always and be save from all that is evil,0
ducky bhai apka next vlog kb ayega i am waiting for your vlog,0
best vlog and i cant stop my laugh,0
proud to be a muslim and pakistani,1
proud to be a muslim,1
this guy never fails to entertain us,0
the way ducky thought that the plastic cup is also eatable,0
how proud to be a muslim,1
how proud to be muslim,1
kis kis ko quran pak sunna pasand hai,1
aroob is so cute the way she was waiting outside the endless ocean tunnel she orders popcorn and bought bhalou in one of the vlogs such a childish sweet nature grl you are blessed with saad lots of love and prayers for youuu both you live happily,0
who proud to be a pakistani,1
we proud to all muslims,1
love the vlogs always makes us laugh,0
who is proud to be muslim,1
proud to be a muslim,1
who is proud to be part of umat of muhammad saw,1
whos proud to be a muslim,1
proud to be muslim,1
he never fail to entertain us,0
who is proud to be muslim,1
thank you ducky bhai for share your happiness with us,0
so glad that you guys spend money on experiences you will remember this beautiful trip with iqra and areeb forever,1
proud to be muslim,1
proud to be a muslim,1
,0
proud to be muslim,1
proud to be a ummati of muhammad,1
who is proud to be muslim,1
best way to entertain your self to watch ducky bhai vlogs,0
allah pakistan ki hr larki ko itna entertaining husband dy ameen,0
proud to muslim,1
hello ducky bhai i am that fan who met you today twice at seaworld and also at the hypersphere illusion i sat right next to you it was an honor to meet you thank you,0
proud to be muslim,1
i proud be a muslim,1
i always enjoy ur vlogs specially ur talking style always makes me laugh,0
who feels proud to be ummat e muhammadi saww,1
ducky ne kitni bar oye bola hoga,0
your vlogs making my day happy,0
thanks ducky bhai for dz beautiful trip i enjoy alot allah apko or taraki dy ameen,0
aroob ko dekhao or millions veiws cross maro,0
lets say alhamd u lillah for everything,0
yar aroob is so cute,0
no one predicted ducky bhai video uploading time,0
bless u and aroob i just love ur vlogs,0
i cant stop laughing literally,0
im proud to be a muslim,1
ducky bhai yeh wala intro boht he funny tha,0
aroob must be very thankful to ducky bhai because of him she is travelling the world today and enjoying all luxuries,0
who is proud to be muslim,1
lets votesaying yes to mother for hours,0
ducky bhai please go to india in october to watch pakistan vs india match your all tje audience want this love from faislabad,0
dolphin got moves,0
bro ended up whole vlog just saying oye oye oye hoye hoye hoye,0
now then and forever ducky vlogs are best,0
who watched this show on mustafa hanifs channel mustafa bhai is love a true legend,0
i am very proud to be muslim,1
this is my favorite vlog in all your vlogs,0
aroob is getting funnier with that mimicry,0
nice vlog yar ducky areeb or iqra k jatay he wohe poorana ducky wapas a gaya hai un k samnay tou bohat tameezdar ban k rahay anyways love you guys from karachi pakistan,0
how many times did he say oye while watching the dolphin show,0
dolphin loves ducks,0
allah blessed you,0
i can proudly say im the part of this amazing project sea world i missed to meet you,1
who is proud to b muslim,1
dolphins kamal kr diya yrr mera boht dil kr rha inko dehkne ka,0
ducky bhai one request to make you videos a little bit longer to to because they are so much fun to watch but they finish pretty quickly and i have to wait painfully for another one,0
namaz is the permanent solution of every problem who is agree with me,1
when bhai got splashed it was so funny,0
lets vote for v with aroob and ducky pubg mobile,0
bcz of him i smiled today tysm,0
the subtitles for ducky bhais vlog oye oye hoye hoye oye oye bhai oye hoye oo bhai oooo oyeeee,0
the best vlog dolphin rocks,0
i love aroob and ducky bhai from spain,0
what a cute dolphin,0
unlimited pesa ducky bhai ki life xd,0
finally ducky bhai vlog is here,0
maind blowing vloglove from,0
beautiful couple,0
awesome ducky bhai i love animal related videos that you make,0
love you so much shazada veer love from jhelum punjab,0
vote for saying yes to your mom,0
amazing upload very captivating to watch till the end full of energy tnxsharing watching from dubai,0
i see your vlog and just laugh love you brother,0
this guy has attitude mashaallah,0
today is the first time saad has earned my subscribe just because he ate that plastic slush parcel glass,1
bro said oyee hoye hoye just while seeing dolphin,0
ducky bhai the king of everyone heart,0
juvenile hammerheaded sharks were awesome,0
the wow wow doesnt bring me joy anymore,0
who is proud to be moslem allhamdullilah me,1
such a fun vlog,0
ye sahi tha guru,0
aroob is cute and funny,0
this guy is truly a gem,0
he is a legend,0
comments are who is proud to be part of umatemuhammadsw,1
maza a gea kasam sy volg ka dolfan ka amazing nice bro enjoy,0
beautiful vlogs,0
masha allah god bless you with success and happiness more and more in future best of luck for next bht mze k vlog literally,1
proud to be a muslim,1
his comedy is level,0
your videos are the best i love it but i remember old ducky bhai he was funny and entertaining,0
proud to be a muslim,1
proud to be a muslim and pakistani,1
who is proud to be part of ummat e muhammad saw,1
they r just spreading positive vibes and making us happy by putting so much efforts into our favourite videos i absolutely love them,0
who is proud to be a muslim allhumdulliaha,1
proud to be a muslim,1
when saad said khayal rkha kro mera phrand then aroob is blushing and said rkhti to hnsoo cutemasha allah,0
who is proud to be a muslim,1
who is proud to be muslim,1
who is proud to be muslim,1
who is proud to be a muslim,1
im proud to be a muslim,1
we are proud to be muslim,1
hats off to each n every one who comes within seconds to see the vlog as soon as she posts it,0
thanks you for watching,0
only ducky bhai fans can feel this happines when he upload a vlog,0
the day incomplete without your vlog and no matter what the duration of the vlog is it end really fast it the addictive,0
best hope allah best leadermuhammad saww best lyrics azaan best guide quran,1
best hope allah best leader muhammad saw best lyrics azaan best request dua,1
who proud to be a muslim,1
who is proud to be a muslim,1
thanks you for watching,0
who is proud to be part of ummat e muhammad saw,1
proud to be a muslim proud to be the ummati of the holy prophet muhammad saw proud to be pakistanu,1
who is proud to be muslim,1
proud to be muslim,1
who is proud to be a part of ummate muhammad saw,1
we are all proud to be muslim,1
lets vote for saying yes to ducky bhai for hours please,0
proud to be a muslim,1
when ducky bhai shouts aroobbb was very funny,0
fun fact everyone found this channel randomly but started watching her regularly,0
thanks you for watching,0
i respect everyone who were involved in this seriously the best piece that i ve ever seen on youtube hate off to well all love your videos,0
who is proud to be a muslim,1
ducky bhai is caring like when he saidsister she is my wife let me go let me checkit was so lovely god bless you,1
ducky your vlogs like doze of entertainment for me,0
aroob is very lucky to have ducky,0
vote for saving yes to ducky father for hour,0
who proud to b muslim,1
beautiful water parks amazing experience fully watched watching from dubai,0
really proud to be muslim and ummate muhammad saw,1
who is proud to a muslim,1
this moment was so funny when taxi driver was fighting and ducky bhai said content mil gya,0
i hope aroob us fine may allah give her long life infact ducky bhi is very sweet he always care about aroob and areeb is very helpful,0
proud to be muslim,1
everything is temporary but hemlooo jiii is permanent,0
get well soon aroob literally it was really scary,0
respect button for ducky bhai,0
namaz is the permanent solution of all problems,1
allah ka sukar hai that aroob is fine,0
who is proud to be muslim,1
asalam u alaykum ducky bhai in your vlogs please add your prayer routine to motivate youth to offer prayers even in busy schedule jzak allah,0
lets vote for saying yes to ducky bahi for hour,0
i praying for aroob bhabi allah give her health,0
proud to be muslim k ilawa koi comment hi nazar nh rha,1
who is proud to be a muslim,1
i want to go here with her with the person i love the most inshaallah ameen one day ill go every where with her,0
you make me me smile everyday,0
life to ducky bhai ki hy baki hum to bass aiwein jee rahy hein,0
teh way aroob say rakhti to hon was so cute,0
who proud to be muslim,1
who is proud to be a muslim,1
who is proud to be a muslim i love allah,1
i proud to be muslim,1
who is proud to be part of ummat e muhammad saw,1
love y bro from canada always made my day,0
lets vote for daily vlogging,0
proud to be muslim,1
legends never die rip ducky bhai,0
allah pak aroob ko sehat tandrusti wali lambi zindagi atta farmaye,0
lets vote to do death prank on aroob,0
ive been waiting for your vlog while your channel was open your vlogs are the bestttttttttt,0
who is proud to be muslim and ummate muhammadsaw,1
who is proud to be a muslim,1
yara g kamalthis person never fails to entertain us,0
taxi valai ka phadda ho gaya or hamara content nikal gaya was epic,0
who proud to be a muslim,1
take care aroobstay happy,0
iqra is very beautiful areeb is handsome aroob is very nice saad is very funny and very interesting,0
who proud to be a muslim,1
the way he loves and cares abouy arooob lil bit scared about her,0
everything is temporary that maze daar is permanent is every video of ducky,0
glad your wife fine alhumdulillah,0
lots of love for aroob take care of her ducky bhai,0
,0
who is proud to be umat muhammad saw,1
stay bless both of u,0
today vlog was amazing,0
saad mashaallah you are a good husband,0
legends knows where aroobs attention is,0
who is proud to be muhammad saw,1
i love your vlogs,0
the way aroob say rkhti to hu,0
khush khabri aye hai ducky bhai mubarik ho apko,0
love from usa,0
raise hand for muneeb to dubai tour,0
proud to be ummatenabi saw,1
when ducky bhai said oyeeeeeeee oyeeee it was the best part of vlog and it made me laugh,0
beautiful vlogs,0
lets vote for saying yes to ducky bhai for hours,0
he never fails to make us laugh,0
i respect everyone who were involved in this seriously the best piece that i ve ever seen on youtube hate off to well all love your videos,0
this man never disapoint us with his content,0
proud to be a muslim proud to be a pakistani proud to be part of ummah of hazrat muhammad saw,1
this man never disappointed us with his video and content,0
the burger looking soo delicious,0
proud to be a muslim,1
lets vote for saying yes to ducky brothers for r hours,0
i am proud to be a muslim,1
thanks you for watching,0
this man is never disapointed us with his content love ducky bhai,0
he never fail makes us laugh,0
everything is temporary but ducky and aroob love is permanent,0
this man never disapoint us with his context who agree that our day is incomplete with out his vlogs,0
the waiter was absolutely amazing lets vote areeb and ducky bhai yes for hours,0
proud to be a muslim,1
a day is incomplete without your vlog,0
who is proud to be muslim,1
this man never disapoint us with his context,0
lets vote for saying yes to hour for duckyyyy bhaiii,0
proud to be muslim,1
proud to be a muslim,1
who is proud to be part of ummat e muhammad saw,1
unique experience eating a golden burger and a carats gold coffee looks yummy tnx sharing watching from dubai,0
proud to be human muslim ummat e muhammad saw,1
guys just feel for iqra and areeb when ducky and aroob was enjoying golden burger,0
proud to watch ducky bhai love you brother from india i am addicted of your vlogs,1
only ducky bhai lovers can feel the happiness of vlog,0
ive never seen such a good looking waiter in my life,0
the day is incomplete without ducky bhai vlog,0
no one can beat the level of your vlog,0
billions of books but the best one is quran,1
any burger can not beat the taste of ande wala burger,0
ducky bhai only enjoying no tension,0
proud to be a muslim proud to be the ummati of the holy prophet muhammad saww proud to be pakistani,1
lets vote for saying yes to ducky bhai for hours,0
wholesome moment for aroob,0
lets vote for saying yes to ducky bhai for hours,0
that waitor response was lit,0
this video randomly came in suggestions and at first i thought pakistan is quite well developedlooks like i was having a totally opposite perspectivethen realised after minutes its abu dhabi anyways love from india ducky bhai,0
who proud to be a muslim,1
thus man deserve m subscriber,0
congratulations for million,0
youre soo damn funnyyy love your content,0
lets wote for saying yes to big brother,0
mouth watering and yummy k gold burger,0
ego attitude honest hardwork,0
lets vote for aroob and ducky being nibba n nibbi for hrs,0
dollar a lot for one burger and tea just buy golden cover and leave,0
now lets vote for saying yes to ducky by aroob for hours,0
best waiter of all time,0
who is proud to be muslim,1
who is proud to be a part of umat e muhammadi saw,1
lets vote saying yes to ducky bhai for hours,0
lets vote for saying yes to ducky brother zia for hours,0
proud to b muslim,1
only ducky bhai lovers can feel the happiness of vlog,0
only ducky bhai fans lovers can feel this happines when he upload a vlog,0
lets vote for saying yes to ducky bhai for hours,0
who is proud to be a muslim allhumdulliaha,1
proud to be a muslim proud to be a pakistani proud to be part of ummah of hazrat muhammad saw,1
im proud to be a muslim,1
who is proud to be muslim,1
he never fail to make us laugh,0
who is proud to be muslim,1
proud to be a muslim alhumdulilla,1
they r just spreading positive vibes and making us happy by putting so much efforts into our favourite videos i absolutely love them,0
best hope allah best leadermuhammad saww best lyrics azaan best guide quran,1
thanks you for watching,0
proud too be a muslim,1
i am proud to be muslim,1
they never fail to make us laugh,0
proud to be a muslim,1
proud to be muslim,1
im proud to be muslim,1
the day incomplete without your vlog and no matter what the duration of the vlog is it end really fast it the addictive,0
who is proud to be a part of ummate muhammad saw,1
who is proud to be muslim,1
proud to be a muslim proud to be the ummati of the holy prophet muhammad saw proud to be pakistanu,1
ego attitude honest hard work,0
best hope allah best leader muhammad saw best lyrics azaan best request dua,1
i am proud to be a part of pakistan and for being christian,1
im proud to be muslim,1
i respect everyone who were involved in this seriously the best piece that i ve ever seen on youtube hate off to well all love your videos,0
who is proud to be a part of ummat e muhammad pbhu,1
who is proud to be the ummat of muhammad saw,1
proud to be muslim,1
losts of love india who is proud to be a part of ummah muslim,1
lots of love from india who is proud to be a part of ummah muslima,1
we proud to be muslim,1
lots of love from india who is proud to be a part of ummah muslima,1
i am proud to be a muslim,1
proud to be muslim,1
proud to be a muslim,1
fun fact everyone found this channel randomly but started watching her regularly,0
im proud to be muslim,1
only legend noticed the title land,0
hats off to each n every one who comes within seconds to see the vlog as soon as she posts it,0
proud to be a muslim proud to be the ummati of the holy prophet muhammad saww proud to be pakistani,1
your vlogs making my day happy with bundle of happiness,0
who is proud to be a muslim,1
im proud to be ummate muhammad saw,1
lets vote for saying yes to mom for hours lets whos vote,0
